단축코드,한글 종목명,한글 종목약명,
79000,와토스 코리아,와토스코리아,
316140,우리금융지주보통주,우리금융지주,
32820,우리기술,우리기술,
41190,우리기술투자,우리기술투자,
115440,우리넷,우리넷,
46970,우리로,우리로,
82850,우리바이오,우리바이오,
215360,우리산업,우리산업,
72470,우리산업홀딩스,우리산업홀딩스,
73560,우리손에프앤지 농업회사법인,우리손에프앤지,
37400,우리엔터프라이즈,우리엔터프라이즈,
153490,우리이앤엘,우리이앤엘,
101170,우림피티에스,우림피티에스,
6980,우성보통주,우성,
66590,우수AMS,우수AMS,
17370,우신시스템보통주,우신시스템,
103840,우양,우양,
46940,우원개발,우원개발,
215380,우정바이오,우정바이오,
65680,우주일렉트로닉스,우주일렉트로,
105840,우진보통주,우진,
18620,우진비앤지,우진비앤지,
10400,우진아이엔에스보통주,우진아이엔에스,
457550,우진엔텍,우진엔텍,
49800,우진플라임 보통주,우진플라임,
16880,웅진보통주,웅진,
95720,웅진씽크빅 보통주,웅진씽크빅,
396470,워트 주식회사,워트,
5820,원림보통주,원림,
307280,원바이오젠,원바이오젠,
32940,원익,원익,
104830,원익머트리얼즈,원익머트리얼즈,
240810,원익아이피에스,원익IPS,
14190,원익큐브,원익큐브,
74600,원익큐엔씨,원익QnC,
217820,원익피앤이,원익피앤이,
30530,원익홀딩스,원익홀딩스,
12620,원일특강,원일특강,
382840,원준,원준,
336570,원텍,원텍,
376980,원티드랩,원티드랩,
122830,원포유,원포유,
8370,원풍,원풍,
8290,원풍물산,원풍물산,
101160,월덱스,월덱스,
64090,웨스트라이즈,웨스트라이즈,
336060,웨이버스,웨이버스,
95270,웨이브일렉트로닉스,웨이브일렉트로,
10600,웰바이오텍보통주,웰바이오텍,
65950,웰크론,웰크론,
76080,웰크론한텍,웰크론한텍,
43590,웰킵스하이텍,웰킵스하이텍,
196700,웹스,웹스,
69080,웹젠,웹젠,
53580,웹케시,웹케시,
71460,위니아,위니아,
377460,위니아에이드,위니아에이드,
44340,위닉스,위닉스,
330350,위더스제약,위더스제약,
348350,위드텍,위드텍,
112040,위메이드,위메이드,
101730,위메이드맥스,위메이드맥스,
123420,위메이드플레이,위메이드플레이,
65370,위세아이텍,위세아이텍,
140660,위월드 주식회사,위월드,
38620,위즈코프,위즈코프,
299900,위지윅스튜디오,위지윅스튜디오,
36090,위지트,위지트,
136540,윈스,윈스,
320000,윈텍,윈텍,
97800,윈팩,윈팩,
192390,윈하이텍,윈하이텍,
8600,윌비스보통주,윌비스,
335870,윙스풋,윙스풋,
900340,윙입푸드홀딩스,윙입푸드,
14830,유니드 보통주,유니드,
446070,유니드비티플러스보통주,유니드비티플러스,
36200,유니셈,유니셈,
18000,유니슨,유니슨,
47400,유니온머티리얼보통주,유니온머티리얼,
910,유니온보통주,유니온,
203450,유니온커뮤니티,유니온커뮤니티,
11330,유니켐보통주,유니켐,
77500,유니퀘스트 보통주,유니퀘스트,
11320,유니크,유니크,
86390,유니테스트,유니테스트,
241690,유니테크노,유니테크노,
142210,유니트론텍,유니트론텍,
121060,유니포인트,유니포인트,
48430,유라테크,유라테크,
206650,유바이오로직스,유바이오로직스,
89850,유비벨록스,유비벨록스,
84440,유비온,유비온,
32620,유비케어,유비케어,
264450,유비쿼스,유비쿼스,
78070,유비쿼스홀딩스,유비쿼스홀딩스,
2920,유성기업보통주,유성기업,
24800,유성티엔에스,유성티엔에스,
700,유수홀딩스보통주,유수홀딩스,
54930,유신,유신,
69330,유아이디,유아이디,
49520,유아이엘,유아이엘,
435380,유안타제10호기업인수목적,유안타제10호스팩,
444920,유안타제11호기업인수목적,유안타제11호스팩,
446150,유안타제12호기업인수목적,유안타제12호스팩,
449020,유안타제13호기업인수목적,유안타제13호스팩,
450940,유안타제14호기업인수목적,유안타제14호스팩,
473050,유안타제15호기업인수목적,유안타제15호스팩,
474490,유안타제16호기업인수목적,유안타제16호스팩,
430700,유안타제9호기업인수목적,유안타제9호스팩,
3475,유안타증권1우선주,유안타증권우,
3470,유안타증권보통주,유안타증권,
263770,유에스티,유에스티,
337840,유엑스엔,유엑스엔,
72130,유엔젤보통주,유엔젤,
225,유유제약1우선주,유유제약1우,
227,유유제약2우선주(신형),유유제약2우B,
220,유유제약보통주,유유제약,
388720,유일로보틱스,유일로보틱스,
340930,유일에너테크,유일에너테크,
23410,유진기업,유진기업,
468760,유진기업인수목적10호,유진스팩10호,
442130,유진기업인수목적9호,유진스팩9호,
56080,유진로봇,유진로봇,
84370,유진테크,유진테크,
240600,유진테크놀로지,유진테크놀로지,
1200,유진투자증권보통주,유진투자증권,
221800,유투바이오,유투바이오,
179900,유티아이,유티아이,
263050,유틸렉스,유틸렉스,
105,유한양행1우선주,유한양행우,
100,유한양행보통주,유한양행,
3465,유화증권1우선주,유화증권우,
3460,유화증권보통주,유화증권,
191410,육일씨엔에쓰,육일씨엔에쓰,
372170,윤성에프앤씨,윤성에프앤씨,
146060,율촌,율촌,
8730,율촌화학보통주,율촌화학,
72770,율호,율호,
8250,이건산업보통주,이건산업,
39020,이건홀딩스,이건홀딩스,
25820,이구산업보통주,이구산업,
67920,이글루코퍼레이션,이글루,
44960,이글벳,이글벳,
303530,이노뎁,이노뎁,
296640,이노룰스,이노룰스,
302430,이노메트리,이노메트리,
279060,이노벡스,이노벡스,
214320,이노션보통주,이노션,
462350,이노스페이스,이노스페이스,
274400,이노시뮬레이션,이노시뮬레이션,
56090,이노시스,이노시스,
73490,이노와이어리스,이노와이어리스,
215790,이노인스트루먼트,이노인스트루먼트,
344860,이노진,이노진,
88390,이녹스,이녹스,
272290,이녹스첨단소재,이녹스첨단소재,
53350,이니텍,이니텍,
452400,이닉스,이닉스,
264850,이랜시스,이랜시스,
54210,이랜텍,이랜텍,
9730,이렘,이렘,
164060,이루다,이루다,
65440,이루온,이루온,
88260,이리츠코크렙기업구조조정부동산투자회사보통주,이리츠코크렙,
139480,이마트보통주,이마트,
115610,이미지스테크놀로지,이미지스,
131400,이브이첨단소재,이브이첨단소재,
419700,이브이파킹서비스,이브이파킹서비스,
208850,이비테크,이비테크,
351330,이삭엔지니어링,이삭엔지니어링,
80010,이상네트웍스,이상네트웍스,
379390,이성씨엔아이,이성씨엔아이,
457190,이수스페셜티케미컬보통주,이수스페셜티케미컬,
86890,이수앱지스,이수앱지스,
7660,이수페타시스보통주,이수페타시스,
5950,이수화학보통주,이수화학,
15020,이스타코보통주,이스타코,
47560,이스트소프트,이스트소프트,
900110,이스트아시아홀딩스인베스트먼트리미티드,이스트아시아홀딩스,
239340,이스트에이드,이스트에이드,
67010,이씨에스텔레콤,이씨에스,
93230,이아이디보통주,이아이디,
341310,이앤에치,이앤에치,
418620,이에이트,이에이트,
102710,이엔에프테크놀로지,이엔에프테크놀로지,
74610,이엔플러스보통주,이엔플러스,
41520,이엘씨,이엘씨,
63760,이엘피,이엘피,
123570,이엠넷,이엠넷,
278990,이엠비,EMB,
83470,이엠앤아이,이엠앤아이,
95190,이엠코리아,이엠코리아,
91120,이엠텍,이엠텍,
232530,이엠티,이엠티,
102460,이연제약보통주,이연제약,
39030,이오테크닉스,이오테크닉스,
294090,이오플로우,이오플로우,
245620,이원다이애그노믹스,EDGC,
88290,이원컴포텍,이원컴포텍,
84680,이월드보통주,이월드,
181340,이즈미디어,이즈미디어,
37370,이지,EG,
353810,이지바이오,이지바이오,
350520,이지스레지던스리츠보통주,이지스레지던스리츠,
334890,이지스밸류플러스리츠보통주,이지스밸류리츠,
99750,이지케어텍,이지케어텍,
377330,이지트로닉스,이지트로닉스,
35810,이지홀딩스,이지홀딩스,
160600,이큐셀,이큐셀,
92130,이크레더블,이크레더블,
96040,이트론,이트론,
134060,이퓨쳐,이퓨쳐,
1840,이화공영,이화공영,
760,이화산업보통주,이화산업,
24810,이화전기공업,이화전기,
14990,인디에프보통주,인디에프,
41830,인바디,인바디,
352940,인바이오,인바이오,
101140,인바이오젠보통주,인바이오젠,
216400,인바이츠바이오코아,인바이츠바이오코아,
79950,인베니아,인베니아,
389470,인벤티지랩,인벤티지랩,
277410,인산가,인산가,
60150,인선이엔티,인선이엔티,
33230,인성정보,인성정보,
450520,인스웨이브시스템즈,인스웨이브시스템즈,
6490,인스코비보통주,인스코비,
37330,인지디스플레이,인지디스플레,
100030,인지소프트,인지소프트,
23800,인지컨트롤스보통주,인지컨트롤스,
34590,인천도시가스 보통주,인천도시가스,
211050,인카금융서비스,인카금융서비스,
83640,인콘,인콘,
216050,인크로스,인크로스,
49070,인탑스,인탑스,
119610,인터로조,인터로조,
17250,인터엠,인터엠,
129260,인터지스보통주,인터지스,
51370,인터플렉스,인터플렉스,
64290,인텍플러스,인텍플러스,
189300,인텔리안테크놀로지스,인텔리안테크,
150840,인트로메딕,인트로메딕,
48530,인트론바이오테크놀로지,인트론바이오,
23810,인팩보통주,인팩,
115310,인포바인,인포바인,
39290,인포뱅크,인포뱅크,
71200,인피니트헬스케어,인피니트헬스케어,
101930,인화정공,인화정공,
249420,일동제약보통주,일동제약,
230,일동홀딩스보통주,일동홀딩스,
13360,일성건설보통주,일성건설,
3120,일성아이에스보통주,일성아이에스,
333430,일승,일승,
68330,일신바이오베이스,일신바이오,
3200,일신방직보통주,일신방직,
7110,일신석재보통주,일신석재,
7575,일양약품1우선주,일양약품우,
7570,일양약품보통주,일양약품,
178780,일월지엠엘,일월지엠엘,
8500,일정실업보통주,일정실업,
19540,일지테크,일지테크,
81000,일진다이아몬드 보통주,일진다이아,
20760,일진디스플레이보통주,일진디스플,
103590,일진전기 보통주,일진전기,
94820,일진파워,일진파워,
271940,일진하이솔루스보통주,일진하이솔루스,
15860,일진홀딩스보통주,일진홀딩스,
226320,잇츠한불보통주,잇츠한불,
950140,잉글우드랩,잉글우드랩,
49550,잉크테크,잉크테크,
389020,자람테크놀로지,자람테크놀로지,
254120,자비스,자비스,
43910,자연과 환경,자연과환경,
234920,자이글,자이글,
289220,자이언트스텝,자이언트스텝,
317400,자이에스앤디보통주,자이에스앤디,
33240,자화전자보통주,자화전자,
174880,장원테크,장원테크,
49630,재영솔루텍,재영솔루텍,
417840,저스템,저스템,
950,전방보통주,전방,
110020,전진바이오팜,전진바이오팜,
208140,정다운,정다운,
40420,정상제이엘에스,정상제이엘에스,
45510,정원엔시스,정원엔시스,
217190,제너셈,제너셈,
95700,제넥신,제넥신,
72520,제넨바이오,제넨바이오,
122310,제노레이,제노레이,
361390,제노코,제노코,
66830,제노텍,제노텍,
225220,제놀루션,제놀루션,
123330,제닉,제닉,
159580,제로투세븐,제로투세븐,
147830,제룡산업,제룡산업,
33100,제룡전기,제룡전기,
79370,제우스,제우스,
67290,제이더블유신약,JW신약,
54950,제이브이엠,제이브이엠,
23440,제이스코홀딩스,제이스코홀딩스,
90470,제이스텍,제이스텍,
287410,제이시스메디칼,제이시스메디칼,
137950,제이씨케미칼,제이씨케미칼,
33320,제이씨현시스템,제이씨현시스템,
417500,제이아이테크,제이아이테크,
348950,제이알글로벌리츠보통주,제이알글로벌리츠,
204270,제이앤티씨,제이앤티씨,
194370,제이에스코퍼레이션보통주,제이에스코퍼레이션,
26040,제이에스티나,제이에스티나,
452160,제이엔비,제이엔비,
126880,제이엔케이글로벌,제이엔케이글로벌,
322510,제이엘케이,제이엘케이,
254160,제이엠멀티,제이엠멀티,
33050,제이엠아이,제이엠아이,
94970,제이엠티,제이엠티,
418550,제이오,제이오,
35900,제이와이피엔터테인먼트,JYP Ent.,
25620,제이준코스메틱보통주,제이준코스메틱,
420570,제이투케이바이오,제이투케이바이오,
89790,제이티,제이티,
950170,제이티씨,JTC,
30000,제일기획보통주,제일기획,
52670,제일바이오,제일바이오,
271980,제일약품보통주,제일약품,
412540,제일엠앤에스,제일엠앤에스,
1560,제일연마공업보통주,제일연마,
199820,제일일렉트릭,제일일렉트릭,
38010,제일테크노스,제일테크노스,
2620,제일파마홀딩스보통주,제일파마홀딩스,
276730,제주맥주,제주맥주,
80220,제주반도체,제주반도체,
6220,제주은행보통주,제주은행,
89590,제주항공보통주,제주항공,
216080,제테마,제테마,
229000,젠큐릭스,젠큐릭스,
82270,젬백스&카엘,젬백스,
44060,조광아이엘아이,조광ILI,
4910,조광페인트보통주,조광페인트,
4700,조광피혁보통주,조광피혁,
1550,조비보통주,조비,
462520,조선내화보통주,조선내화,
120030,조선선재 보통주,조선선재,
34940,조아제약,조아제약,
67000,조이시티,조이시티,
18470,조일알미늄보통주,조일알미늄,
2600,조흥보통주,조흥,
63160,종근당바이오보통주,종근당바이오,
185750,종근당보통주,종근당,
1630,종근당홀딩스보통주,종근당홀딩스,
33340,좋은사람들,좋은사람들,
36930,주성엔지니어링,주성엔지니어링,
109070,주성코퍼레이션보통주,주성코퍼레이션,
185190,주식회사 수프로,수프로,
357580,주식회사 아모센스,아모센스,
226400,주식회사 오스테오닉,오스테오닉,
440320,주식회사 오픈놀,오픈놀,
187420,주식회사 제노포커스,제노포커스,
189350,주식회사 코셋,코셋,
348080,주식회사 큐라티스,큐라티스,
23450,주식회사동남합성,동남합성,
2380,주식회사케이씨씨,KCC,
44380,주연테크 보통주,주연테크,
24110,중소기업은행보통주,기업은행,
72020,중앙백신연구소,중앙백신,
440,중앙에너비스,중앙에너비스,
51980,중앙첨단소재,중앙첨단소재,
228760,지노믹트리,지노믹트리,
314130,지놈앤컴퍼니,지놈앤컴퍼니,
13890,지누스보통주,지누스,
389030,지니너스,지니너스,
43610,지니뮤직,지니뮤직,
263860,지니언스,지니언스,
303030,지니틱스,지니틱스,
36180,지더블유바이텍,지더블유바이텍,
208350,지란지교시큐리티,지란지교시큐리티,
289860,지슨,지슨,
144510,지씨셀,지씨셀,
358570,지아이이노베이션,지아이이노베이션,
382480,지아이텍,지아이텍,
382800,지앤비에스 에코,지앤비에스 에코,
299480,지앤이헬스케어,지앤이헬스케어,
51160,지어소프트,지어소프트,
1250,지에스글로벌보통주,GS글로벌,
7070,지에스리테일보통주,GS리테일,
53050,지에스이,지에스이,
130500,지에이치신소재,GH신소재,
388610,지에프씨생명과학,지에프씨생명과학,
119850,지엔씨에너지,지엔씨에너지,
65060,지엔코,지엔코,
204840,지엘팜텍,지엘팜텍,
13870,지엠비코리아보통주,지엠비코리아,
71320,지역난방공사보통주,지역난방공사,
270520,지오릿에너지,지오릿에너지,
311320,지오엘리먼트,지오엘리먼트,
388050,지투파워,지투파워,
88790,진도 보통주,진도,
18120,진로발효,진로발효,
109820,진매트릭스,진매트릭스,
86060,진바이오텍,진바이오텍,
36890,진성티이씨,진성티이씨,
363250,진시스템,진시스템,
3780,진양산업보통주,진양산업,
7370,진양제약,진양제약,
10640,진양폴리우레탄보통주,진양폴리,
100250,진양홀딩스보통주,진양홀딩스,
51630,진양화학보통주,진양화학,
272450,진에어보통주,진에어,
285800,진영,진영,
11000,진원생명과학보통주,진원생명과학,
250030,진코스텍,진코스텍,
2785,진흥기업1우선주(신형),진흥기업우B,
2787,진흥기업2우선주(신형),진흥기업2우B,
2780,진흥기업보통주,진흥기업,
233990,질경이,질경이,
85660,차바이오텍,차바이오텍,
261780,차백신연구소,차백신연구소,
900250,차이나크리스탈신소재홀딩스,크리스탈신소재,
9310,참엔지니어링보통주,참엔지니어링,
94850,참좋은여행,참좋은여행,
4650,창해에탄올,창해에탄올,
278280,천보,천보,
650,천일고속보통주,천일고속,
362320,청담글로벌,청담글로벌,
12600,청호ICT보통주,청호ICT,
66360,체리부로,체리부로,
33250,체시스보통주,체시스,
47820,초록뱀미디어,초록뱀미디어,
94360,칩스앤미디어,칩스앤미디어,
16920,카스,카스,
284620,카이노스메드,카이노스메드,
446600,카이바이오텍,카이바이오텍,
293490,카카오게임즈,카카오게임즈,
323410,카카오뱅크보통주,카카오뱅크,
35720,카카오보통주,카카오,
377300,카카오페이보통주,카카오페이,
140430,카티스,카티스,
42000,카페24,카페24,
6380,카프로보통주,카프로,
313760,캐리,캐리,
317530,캐리소프트,캐리소프트,
71850,캐스텍코리아,캐스텍코리아,
50110,캠시스,캠시스,
452300,캡스톤파트너스,캡스톤파트너스,
119860,커넥트웨이브,커넥트웨이브,
451760,컨텍,컨텍,
900310,컬러레이홀딩스,컬러레이,
78340,컴투스,컴투스,
63080,컴투스홀딩스,컴투스홀딩스,
307930,컴퍼니케이파트너스,컴퍼니케이,
79190,케스피온,케스피온,
263700,케어랩스,케어랩스,
214370,케어젠,케어젠,
221980,케이디켐,케이디켐,
900280,케이만금세기차륜집단유한공사,골든센츄리,
38530,케이바이오,케이바이오,
1620,케이비아이동국실업보통주,케이비아이동국실업,
24840,케이비아이메탈,KBI메탈,
424140,케이비제21호기업인수목적,케이비제21호스팩,
455250,케이비제25호기업인수목적 주식회사,KB제25호스팩,
458320,케이비제26호기업인수목적,KB제26호스팩,
464680,케이비제27호기업인수목적,KB제27호스팩,
476470,케이비제28호기업인수목적,KB제28호스팩,
478390,케이비제29호기업인수목적,KB제29호스팩,
318000,케이비지,KBG,
192250,케이사인,케이사인,
9440,케이씨그린홀딩스보통주,KC그린홀딩스,
29460,케이씨보통주,케이씨,
112190,케이씨산업,KC산업,
21320,케이씨씨건설,KCC건설,
344820,케이씨씨글라스보통주,KCC글라스,
36670,케이씨아이,KCI,
115500,케이씨에스,케이씨에스,
119650,케이씨코트렐보통주,KC코트렐,
281820,케이씨텍보통주,케이씨텍,
89150,케이씨티,케이씨티,
25880,케이씨피드,케이씨피드,
15590,케이아이비플러그에너지보통주,KIB플러그에너지,
93320,케이아이엔엑스,케이아이엔엑스,
93640,케이알엠,케이알엠,
44450,케이에스에스 해운 보통주,KSS해운,
101000,케이에스인더스트리,KS인더스트리,
73010,케이에스피,케이에스피,
226360,케이에이치건설,KH 건설,
111870,케이에이치미래물산,KH 미래물산,
60720,케이에이치바텍,KH바텍,
122450,케이엑스이노베이션,KX,
52900,케이엑스하이텍,KX하이텍,
105330,케이엔더블유,케이엔더블유,
53080,케이엔솔,케이엔솔,
199430,케이엔알시스템,케이엔알시스템,
432470,케이엔에스,케이엔에스,
58400,케이엔엔,KNN,
272110,케이엔제이,케이엔제이,
39420,케이엘넷,케이엘넷,
83550,케이엠,케이엠,
32500,케이엠더블유,케이엠더블유,
225430,케이엠제약,케이엠제약,
102370,케이옥션,케이옥션,
68100,케이웨더,케이웨더,
92220,케이이씨 보통주,KEC,
46440,케이지모빌리언스,KG모빌리언스,
151860,케이지에코솔루션,KG에코솔루션,
35600,케이지이니시스,KG이니시스,
381970,케이카보통주,케이카,
145270,케이탑리츠보통주,케이탑리츠,
30200,케이티보통주,KT,
53210,케이티스카이라이프,스카이라이프,
58850,케이티씨에스보통주,KTcs,
58860,케이티아이에스보통주,KTis,
36030,케이티알파,케이티알파,
33780,케이티앤지보통주,KT&G,
64820,케이프,케이프,
256940,케이피에스,케이피에스,
24880,케이피에프,케이피에프,
42040,케이피엠테크,케이피엠테크,
54410,케이피티유,케이피티유,
258610,케일럼,케일럼,
274090,켄코아에어로스페이스,켄코아에어로스페이스,
402420,켈스,켈스,
89010,켐트로닉스,켐트로닉스,
220260,켐트로스,켐트로스,
176590,코나솔,코나솔,
52400,코나아이,코나아이,
402030,코난테크놀로지,코난테크놀로지,
391710,코닉오토메이션,코닉오토메이션,
46070,코다코,코다코,
47770,코데즈컴바인,코데즈컴바인,
80530,코디,코디,
417310,코람코더원리츠보통주,코람코더원리츠,
357120,코람코라이프인프라리츠보통주,코람코라이프인프라리츠,
104540,코렌텍,코렌텍,
27050,코리아나화장품,코리아나,
7815,코리아써키트1우선주,코리아써우,
00781K,코리아써키트2우선주(신형),코리아써키트2우B,
7810,코리아써키트보통주,코리아써키트,
190650,코리아에셋투자증권,코리아에셋투자증권,
123410,코리아에프티,코리아에프티,
3690,코리안리재보험보통주,코리안리,
36690,코맥스,코맥스,
49430,코메론,코메론,
183300,코미코,코미코,
41960,코미팜,코미팜,
89890,코세스,코세스,
360350,코셈,코셈,
82660,코스나인,코스나인,
192820,코스맥스보통주,코스맥스,
44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,
222040,코스맥스엔비티,코스맥스엔비티,
241710,코스메카코리아,코스메카코리아,
5070,코스모신소재보통주,코스모신소재,
5420,코스모화학보통주,코스모화학,
355150,코스텍시스,코스텍시스,
169670,코스텍시스템,코스텍시스템,
71950,코아스보통주,코아스,
166480,코아스템켐온,코아스템켐온,
45970,코아시아,코아시아,
196450,코아시아씨엠,코아시아씨엠,
384470,코어라인소프트,코어라인소프트,
29960,코엔텍,코엔텍,
2025,코오롱1우선주,코오롱우,
3075,코오롱글로벌1우선주,코오롱글로벌우,
3070,코오롱글로벌보통주,코오롱글로벌,
45014K,코오롱모빌리티그룹1우선주,코오롱모빌리티그룹우,
450140,코오롱모빌리티그룹보통주,코오롱모빌리티그룹,
2020,코오롱보통주,코오롱,
102940,코오롱생명과학,코오롱생명과학,
138490,코오롱이앤피보통주,코오롱ENP,
120115,코오롱인더스트리1우선주,코오롱인더우,
120110,코오롱인더스트리보통주,코오롱인더,
950160,코오롱티슈진,코오롱티슈진,
